Datetime,Close
2021-04-16 09:30:00-04:00,53.619998931884766
2021-04-16 09:31:00-04:00,53.54290008544922
2021-04-16 09:32:00-04:00,53.569000244140625
2021-04-16 09:33:00-04:00,53.529998779296875
2021-04-16 09:34:00-04:00,53.53499984741211
2021-04-16 09:35:00-04:00,53.619998931884766
2021-04-16 09:36:00-04:00,53.529998779296875
2021-04-16 09:37:00-04:00,53.53499984741211
2021-04-16 09:38:00-04:00,53.53499984741211
2021-04-16 09:39:00-04:00,53.5099983215332
2021-04-16 09:40:00-04:00,53.529998779296875
2021-04-16 09:41:00-04:00,53.500301361083984
2021-04-16 09:42:00-04:00,53.474998474121094
2021-04-16 09:43:00-04:00,53.45500183105469
2021-04-16 09:44:00-04:00,53.439998626708984
2021-04-16 09:45:00-04:00,53.415000915527344
2021-04-16 09:46:00-04:00,53.42499923706055
2021-04-16 09:47:00-04:00,53.43000030517578
2021-04-16 09:48:00-04:00,53.39500045776367
2021-04-16 09:49:00-04:00,53.3849983215332
2021-04-16 09:50:00-04:00,53.48500061035156
2021-04-16 09:51:00-04:00,53.470298767089844
2021-04-16 09:52:00-04:00,53.505001068115234
2021-04-16 09:53:00-04:00,53.479000091552734
2021-04-16 09:54:00-04:00,53.5099983215332
2021-04-16 09:55:00-04:00,53.4900016784668
2021-04-16 09:56:00-04:00,53.51110076904297
2021-04-16 09:57:00-04:00,53.5099983215332
2021-04-16 09:58:00-04:00,53.55500030517578
2021-04-16 09:59:00-04:00,53.599998474121094
2021-04-16 10:00:00-04:00,53.599998474121094
2021-04-16 10:01:00-04:00,53.562400817871094
2021-04-16 10:02:00-04:00,53.5723991394043
2021-04-16 10:03:00-04:00,53.59000015258789
2021-04-16 10:04:00-04:00,53.560001373291016
2021-04-16 10:05:00-04:00,53.61000061035156
2021-04-16 10:06:00-04:00,53.59000015258789
2021-04-16 10:07:00-04:00,53.599998474121094
2021-04-16 10:08:00-04:00,53.595001220703125
2021-04-16 10:09:00-04:00,53.58000183105469
2021-04-16 10:10:00-04:00,53.619998931884766
2021-04-16 10:11:00-04:00,53.650001525878906
2021-04-16 10:12:00-04:00,53.65999984741211
2021-04-16 10:13:00-04:00,53.65999984741211
2021-04-16 10:14:00-04:00,53.65999984741211
2021-04-16 10:15:00-04:00,53.650001525878906
2021-04-16 10:16:00-04:00,53.650001525878906
2021-04-16 10:17:00-04:00,53.61000061035156
2021-04-16 10:18:00-04:00,53.60499954223633
2021-04-16 10:19:00-04:00,53.60499954223633
2021-04-16 10:20:00-04:00,53.58000183105469
2021-04-16 10:21:00-04:00,53.564998626708984
2021-04-16 10:22:00-04:00,53.57500076293945
2021-04-16 10:23:00-04:00,53.61000061035156
2021-04-16 10:24:00-04:00,53.564998626708984
2021-04-16 10:25:00-04:00,53.560001373291016
2021-04-16 10:26:00-04:00,53.52629852294922
2021-04-16 10:27:00-04:00,53.526100158691406
2021-04-16 10:28:00-04:00,53.505001068115234
2021-04-16 10:29:00-04:00,53.48500061035156
2021-04-16 10:30:00-04:00,53.474998474121094
2021-04-16 10:31:00-04:00,53.494998931884766
2021-04-16 10:32:00-04:00,53.5099983215332
2021-04-16 10:33:00-04:00,53.540000915527344
2021-04-16 10:34:00-04:00,53.51499938964844
2021-04-16 10:35:00-04:00,53.52000045776367
2021-04-16 10:36:00-04:00,53.540000915527344
2021-04-16 10:37:00-04:00,53.53499984741211
2021-04-16 10:38:00-04:00,53.551998138427734
2021-04-16 10:39:00-04:00,53.53499984741211
2021-04-16 10:40:00-04:00,53.505001068115234
2021-04-16 10:41:00-04:00,53.5099983215332
2021-04-16 10:42:00-04:00,53.49449920654297
2021-04-16 10:43:00-04:00,53.52000045776367
2021-04-16 10:44:00-04:00,53.494998931884766
2021-04-16 10:45:00-04:00,53.52000045776367
2021-04-16 10:46:00-04:00,53.54499816894531
2021-04-16 10:47:00-04:00,53.53499984741211
2021-04-16 10:48:00-04:00,53.53499984741211
2021-04-16 10:49:00-04:00,53.52000045776367
2021-04-16 10:50:00-04:00,53.505001068115234
2021-04-16 10:51:00-04:00,53.505001068115234
2021-04-16 10:52:00-04:00,53.494998931884766
2021-04-16 10:53:00-04:00,53.53499984741211
2021-04-16 10:54:00-04:00,53.57500076293945
2021-04-16 10:55:00-04:00,53.599998474121094
2021-04-16 10:56:00-04:00,53.61000061035156
2021-04-16 10:57:00-04:00,53.599998474121094
2021-04-16 10:58:00-04:00,53.595001220703125
2021-04-16 10:59:00-04:00,53.625
2021-04-16 11:00:00-04:00,53.630001068115234
2021-04-16 11:01:00-04:00,53.595001220703125
2021-04-16 11:02:00-04:00,53.595001220703125
2021-04-16 11:03:00-04:00,53.599998474121094
2021-04-16 11:04:00-04:00,53.599998474121094
2021-04-16 11:05:00-04:00,53.595001220703125
2021-04-16 11:06:00-04:00,53.584999084472656
2021-04-16 11:07:00-04:00,53.584999084472656
2021-04-16 11:08:00-04:00,53.619998931884766
2021-04-16 11:09:00-04:00,53.6349983215332
2021-04-16 11:10:00-04:00,53.630001068115234
2021-04-16 11:11:00-04:00,53.6349983215332
2021-04-16 11:12:00-04:00,53.6349983215332
2021-04-16 11:13:00-04:00,53.64500045776367
2021-04-16 11:14:00-04:00,53.6150016784668
2021-04-16 11:15:00-04:00,53.6349983215332
2021-04-16 11:16:00-04:00,53.63999938964844
2021-04-16 11:17:00-04:00,53.64500045776367
2021-04-16 11:18:00-04:00,53.64500045776367
2021-04-16 11:19:00-04:00,53.61389923095703
2021-04-16 11:20:00-04:00,53.61000061035156
2021-04-16 11:21:00-04:00,53.619998931884766
2021-04-16 11:22:00-04:00,53.61000061035156
2021-04-16 11:23:00-04:00,53.599998474121094
2021-04-16 11:24:00-04:00,53.58000183105469
2021-04-16 11:25:00-04:00,53.56420135498047
2021-04-16 11:26:00-04:00,53.51499938964844
2021-04-16 11:27:00-04:00,53.47999954223633
2021-04-16 11:28:00-04:00,53.47520065307617
2021-04-16 11:29:00-04:00,53.470001220703125
2021-04-16 11:30:00-04:00,53.48500061035156
2021-04-16 11:31:00-04:00,53.51499938964844
2021-04-16 11:32:00-04:00,53.4900016784668
2021-04-16 11:33:00-04:00,53.5099983215332
2021-04-16 11:34:00-04:00,53.51499938964844
2021-04-16 11:35:00-04:00,53.52000045776367
2021-04-16 11:36:00-04:00,53.529998779296875
2021-04-16 11:37:00-04:00,53.540000915527344
2021-04-16 11:38:00-04:00,53.53499984741211
2021-04-16 11:39:00-04:00,53.529998779296875
2021-04-16 11:40:00-04:00,53.5
2021-04-16 11:41:00-04:00,53.49580001831055
2021-04-16 11:42:00-04:00,53.47999954223633
2021-04-16 11:43:00-04:00,53.46500015258789
2021-04-16 11:44:00-04:00,53.4900016784668
2021-04-16 11:45:00-04:00,53.529998779296875
2021-04-16 11:46:00-04:00,53.540000915527344
2021-04-16 11:47:00-04:00,53.51499938964844
2021-04-16 11:48:00-04:00,53.5
2021-04-16 11:49:00-04:00,53.51729965209961
2021-04-16 11:50:00-04:00,53.55500030517578
2021-04-16 11:51:00-04:00,53.55500030517578
2021-04-16 11:52:00-04:00,53.55500030517578
2021-04-16 11:53:00-04:00,53.59000015258789
2021-04-16 11:54:00-04:00,53.595001220703125
2021-04-16 11:55:00-04:00,53.60499954223633
2021-04-16 11:56:00-04:00,53.61000061035156
2021-04-16 11:57:00-04:00,53.595001220703125
2021-04-16 11:58:00-04:00,53.599998474121094
2021-04-16 11:59:00-04:00,53.6349983215332
2021-04-16 12:00:00-04:00,53.584999084472656
2021-04-16 12:01:00-04:00,53.560001373291016
2021-04-16 12:02:00-04:00,53.55509948730469
2021-04-16 12:03:00-04:00,53.57500076293945
2021-04-16 12:04:00-04:00,53.560001373291016
2021-04-16 12:05:00-04:00,53.540000915527344
2021-04-16 12:06:00-04:00,53.564998626708984
2021-04-16 12:07:00-04:00,53.564998626708984
2021-04-16 12:08:00-04:00,53.57500076293945
2021-04-16 12:09:00-04:00,53.59000015258789
